T_UPDATE;FLIGHT_ID;RUNWAY;TIME;GATE;SID;FLOW_CONTROL_STATE;CTOT
5-8-2019 08:20;20454232;18L;5-8-2019 08:13;C08;AND2E;CLEARED;null
5-8-2019 08:35;20454238;24;5-8-2019 08:14;E19;BER1S;CLEARED;null
5-8-2019 08:35;20454265;18L;5-8-2019 08:15;B20;REN1E;CLEARED;null
5-8-2019 08:35;20454281;21;5-8-2019 08:15;;RON2K;;5-8-2019 08:18
5-8-2019 08:35;20454341;24;5-8-2019 08:15;E06;BER1S;CLEARED;null
5-8-2019 08:35;20454398;18L;5-8-2019 08:16;D43;KDD1E;CLEARED;null
5-8-2019 08:35;20454269;21;5-8-2019 08:18;;LNO6K;NOT_RESTRICTED;5-8-2019 08:19
5-8-2019 08:35;20454255;24;5-8-2019 08:18;H04;BER1S;CLEARED;null
5-8-2019 08:35;20454264;18L;5-8-2019 08:19;C13;AND2E;CLEARED;null
5-8-2019 08:35;20454267;18L;5-8-2019 08:20;B17;REN1E;CLEARED;null
5-8-2019 08:35;20454280;24;5-8-2019 08:20;D28;VAL2S;CLEARED;null
5-8-2019 08:35;20454170;18L;5-8-2019 08:21;B15;ARN3E;CLEARED;null
5-8-2019 08:35;20454233;21;5-8-2019 08:22;;RON2K;CLEARED;null
5-8-2019 08:35;20454297;24;5-8-2019 08:23;D25;VAL2S;CLEARED;null
5-8-2019 08:35;20454253;18L;5-8-2019 08:23;B23;REN1E;NOT_RESTRICTED;5-8-2019 08:17
5-8-2019 08:35;20454773;24;5-8-2019 08:23;;;CLEARED;null
5-8-2019 08:35;20454304;18L;5-8-2019 08:24;B24;AND2E;CLEARED;null
5-8-2019 08:35;20454534;;5-8-2019 08:25;;;CLEARED;null
5-8-2019 08:35;20454332;24;5-8-2019 08:25;B2;ARN2B;CLEARED;5-8-2019 08:58
5-8-2019 08:35;20454212;24;5-8-2019 08:25;E05;BER1S;CLEARED;null
5-8-2019 08:35;20454385;24;5-8-2019 08:27;D03;BER1S;CLEARED;null
5-8-2019 08:35;20454298;18L;5-8-2019 08:27;B35;AND2E;CLEARED;null
5-8-2019 08:50;20454428;23;5-8-2019 08:29;K;;CLEARED;null
5-8-2019 07:50;20454652;;5-8-2019 08:30;;;CLEARED;null
5-8-2019 08:50;20454254;24;5-8-2019 08:30;A52;VAL2S;CLEARED;null
5-8-2019 08:50;20454301;18L;5-8-2019 08:30;C18;AND2E;CLEARED;null
5-8-2019 08:50;20454387;24;5-8-2019 08:33;E22;BER1S;CLEARED;null
5-8-2019 08:50;20454313;18L;5-8-2019 08:33;B31;AND2E;CLEARED;null
5-8-2019 08:50;20454268;23;5-8-2019 08:34;;;CLEARED;null
5-8-2019 08:50;20454294;24;5-8-2019 08:34;E20;VAL2S;CLEARED;null
